STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
DAN,D,82,SNO ADJ,19801223 0000,19801223 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19801224 0000,19801224 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19801225 0000,19801225 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19801226 0000,19801226 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19801227 0000,19801227 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19801228 0000,19801228 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19801229 0000,19801229 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19801230 0000,19801230 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19801231 0000,19801231 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810101 0000,19810101 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810102 0000,19810102 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810103 0000,19810103 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810104 0000,19810104 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810105 0000,19810105 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810106 0000,19810106 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810107 0000,19810107 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810108 0000,19810108 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810109 0000,19810109 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810110 0000,19810110 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810111 0000,19810111 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810112 0000,19810112 0000,7.10,,INCHES
DAN,D,82,SNO ADJ,19810113 0000,19810113 0000,7.30,,INCHES
DAN,D,82,SNO ADJ,19810114 0000,19810114 0000,7.40,,INCHES
DAN,D,82,SNO ADJ,19810115 0000,19810115 0000,7.60,,INCHES
DAN,D,82,SNO ADJ,19810116 0000,19810116 0000,7.70,,INCHES
DAN,D,82,SNO ADJ,19810117 0000,19810117 0000,7.90,,INCHES
DAN,D,82,SNO ADJ,19810118 0000,19810118 0000,8.00,,INCHES
DAN,D,82,SNO ADJ,19810119 0000,19810119 0000,8.20,,INCHES
DAN,D,82,SNO ADJ,19810120 0000,19810120 0000,8.30,,INCHES
DAN,D,82,SNO ADJ,19810121 0000,19810121 0000,8.50,,INCHES
DAN,D,82,SNO ADJ,19810122 0000,19810122 0000,8.70,,INCHES
DAN,D,82,SNO ADJ,19810123 0000,19810123 0000,8.80,,INCHES
DAN,D,82,SNO ADJ,19810124 0000,19810124 0000,9.00,,INCHES
DAN,D,82,SNO ADJ,19810125 0000,19810125 0000,9.10,,INCHES
DAN,D,82,SNO ADJ,19810126 0000,19810126 0000,9.30,,INCHES
DAN,D,82,SNO ADJ,19810127 0000,19810127 0000,9.40,,INCHES
DAN,D,82,SNO ADJ,19810128 0000,19810128 0000,9.60,,INCHES
DAN,D,82,SNO ADJ,19810129 0000,19810129 0000,9.80,,INCHES
DAN,D,82,SNO ADJ,19810130 0000,19810130 0000,9.90,,INCHES
DAN,D,82,SNO ADJ,19810131 0000,19810131 0000,10.10,,INCHES
DAN,D,82,SNO ADJ,19810201 0000,19810201 0000,10.20,,INCHES
DAN,D,82,SNO ADJ,19810202 0000,19810202 0000,10.40,,INCHES
DAN,D,82,SNO ADJ,19810203 0000,19810203 0000,10.50,,INCHES
DAN,D,82,SNO ADJ,19810204 0000,19810204 0000,10.70,,INCHES
DAN,D,82,SNO ADJ,19810205 0000,19810205 0000,10.80,,INCHES
DAN,D,82,SNO ADJ,19810206 0000,19810206 0000,11.00,,INCHES
DAN,D,82,SNO ADJ,19810207 0000,19810207 0000,11.00,,INCHES
DAN,D,82,SNO ADJ,19810208 0000,19810208 0000,11.00,,INCHES
DAN,D,82,SNO ADJ,19810209 0000,19810209 0000,11.10,,INCHES
DAN,D,82,SNO ADJ,19810210 0000,19810210 0000,11.20,,INCHES
DAN,D,82,SNO ADJ,19810211 0000,19810211 0000,11.40,,INCHES
DAN,D,82,SNO ADJ,19810212 0000,19810212 0000,11.50,,INCHES
DAN,D,82,SNO ADJ,19810213 0000,19810213 0000,11.60,,INCHES
DAN,D,82,SNO ADJ,19810214 0000,19810214 0000,11.70,,INCHES
DAN,D,82,SNO ADJ,19810215 0000,19810215 0000,11.80,,INCHES
DAN,D,82,SNO ADJ,19810216 0000,19810216 0000,11.90,,INCHES
DAN,D,82,SNO ADJ,19810217 0000,19810217 0000,12.10,,INCHES
DAN,D,82,SNO ADJ,19810218 0000,19810218 0000,12.20,,INCHES
DAN,D,82,SNO ADJ,19810219 0000,19810219 0000,12.30,,INCHES
DAN,D,82,SNO ADJ,19810220 0000,19810220 0000,12.40,,INCHES
DAN,D,82,SNO ADJ,19810221 0000,19810221 0000,12.50,,INCHES
DAN,D,82,SNO ADJ,19810222 0000,19810222 0000,12.60,,INCHES
DAN,D,82,SNO ADJ,19810223 0000,19810223 0000,12.80,,INCHES
DAN,D,82,SNO ADJ,19810224 0000,19810224 0000,12.90,,INCHES
DAN,D,82,SNO ADJ,19810225 0000,19810225 0000,13.00,,INCHES
DAN,D,82,SNO ADJ,19810226 0000,19810226 0000,13.00,,INCHES
DAN,D,82,SNO ADJ,19810227 0000,19810227 0000,13.00,,INCHES
DAN,D,82,SNO ADJ,19810228 0000,19810228 0000,13.00,,INCHES
DAN,D,82,SNO ADJ,19810301 0000,19810301 0000,13.00,,INCHES
DAN,D,82,SNO ADJ,19810302 0000,19810302 0000,13.00,,INCHES
DAN,D,82,SNO ADJ,19810303 0000,19810303 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810304 0000,19810304 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810305 0000,19810305 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810306 0000,19810306 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810307 0000,19810307 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810308 0000,19810308 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810309 0000,19810309 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810310 0000,19810310 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810311 0000,19810311 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810312 0000,19810312 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810313 0000,19810313 0000,14.00,,INCHES
DAN,D,82,SNO ADJ,19810314 0000,19810314 0000,14.70,,INCHES
DAN,D,82,SNO ADJ,19810315 0000,19810315 0000,15.40,,INCHES
DAN,D,82,SNO ADJ,19810316 0000,19810316 0000,16.10,,INCHES
DAN,D,82,SNO ADJ,19810317 0000,19810317 0000,16.70,,INCHES
DAN,D,82,SNO ADJ,19810318 0000,19810318 0000,17.40,,INCHES
DAN,D,82,SNO ADJ,19810319 0000,19810319 0000,18.10,,INCHES
DAN,D,82,SNO ADJ,19810320 0000,19810320 0000,18.80,,INCHES
DAN,D,82,SNO ADJ,19810321 0000,19810321 0000,19.50,,INCHES
DAN,D,82,SNO ADJ,19810322 0000,19810322 0000,20.20,,INCHES
DAN,D,82,SNO ADJ,19810323 0000,19810323 0000,20.90,,INCHES
DAN,D,82,SNO ADJ,19810324 0000,19810324 0000,21.60,,INCHES
DAN,D,82,SNO ADJ,19810325 0000,19810325 0000,22.20,,INCHES
DAN,D,82,SNO ADJ,19810326 0000,19810326 0000,22.90,,INCHES
DAN,D,82,SNO ADJ,19810327 0000,19810327 0000,23.60,,INCHES
DAN,D,82,SNO ADJ,19810328 0000,19810328 0000,24.30,,INCHES
DAN,D,82,SNO ADJ,19810329 0000,19810329 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810330 0000,19810330 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810331 0000,19810331 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810401 0000,19810401 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810402 0000,19810402 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810403 0000,19810403 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810404 0000,19810404 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810405 0000,19810405 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810406 0000,19810406 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810407 0000,19810407 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810408 0000,19810408 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810409 0000,19810409 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810410 0000,19810410 0000,25.00,,INCHES
DAN,D,82,SNO ADJ,19810411 0000,19810411 0000,24.50,,INCHES
DAN,D,82,SNO ADJ,19810412 0000,19810412 0000,23.90,,INCHES
DAN,D,82,SNO ADJ,19810413 0000,19810413 0000,23.40,,INCHES
DAN,D,82,SNO ADJ,19810414 0000,19810414 0000,22.80,,INCHES
DAN,D,82,SNO ADJ,19810415 0000,19810415 0000,22.30,,INCHES
DAN,D,82,SNO ADJ,19810416 0000,19810416 0000,21.80,,INCHES
DAN,D,82,SNO ADJ,19810417 0000,19810417 0000,21.20,,INCHES
DAN,D,82,SNO ADJ,19810418 0000,19810418 0000,20.70,,INCHES
DAN,D,82,SNO ADJ,19810419 0000,19810419 0000,20.20,,INCHES
DAN,D,82,SNO ADJ,19810420 0000,19810420 0000,19.60,,INCHES
DAN,D,82,SNO ADJ,19810421 0000,19810421 0000,19.10,,INCHES
DAN,D,82,SNO ADJ,19810422 0000,19810422 0000,18.50,,INCHES
DAN,D,82,SNO ADJ,19810423 0000,19810423 0000,18.00,,INCHES
DAN,D,82,SNO ADJ,19810424 0000,19810424 0000,16.50,,INCHES
DAN,D,82,SNO ADJ,19810425 0000,19810425 0000,15.00,,INCHES
DAN,D,82,SNO ADJ,19810426 0000,19810426 0000,13.50,,INCHES
DAN,D,82,SNO ADJ,19810427 0000,19810427 0000,12.00,,INCHES
DAN,D,82,SNO ADJ,19810428 0000,19810428 0000,10.50,,INCHES
DAN,D,82,SNO ADJ,19810429 0000,19810429 0000,9.00,,INCHES
DAN,D,82,SNO ADJ,19810430 0000,19810430 0000,7.50,,INCHES
DAN,D,82,SNO ADJ,19810501 0000,19810501 0000,6.00,,INCHES
DAN,D,82,SNO ADJ,19810502 0000,19810502 0000,4.50,,INCHES
DAN,D,82,SNO ADJ,19810503 0000,19810503 0000,3.00,,INCHES
DAN,D,82,SNO ADJ,19810504 0000,19810504 0000,1.50,,INCHES
DAN,D,82,SNO ADJ,19810505 0000,19810505 0000,0.00,,INCHES
DAN,D,82,SNO ADJ,19810506 0000,19810506 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810507 0000,19810507 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810508 0000,19810508 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810509 0000,19810509 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810510 0000,19810510 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810511 0000,19810511 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810512 0000,19810512 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810513 0000,19810513 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810514 0000,19810514 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810515 0000,19810515 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810516 0000,19810516 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810517 0000,19810517 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810518 0000,19810518 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810519 0000,19810519 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810520 0000,19810520 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810521 0000,19810521 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810522 0000,19810522 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810523 0000,19810523 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810524 0000,19810524 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810525 0000,19810525 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810526 0000,19810526 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810527 0000,19810527 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810528 0000,19810528 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810529 0000,19810529 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810530 0000,19810530 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810531 0000,19810531 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810601 0000,19810601 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810602 0000,19810602 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810603 0000,19810603 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810604 0000,19810604 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810605 0000,19810605 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810606 0000,19810606 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810607 0000,19810607 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810608 0000,19810608 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810609 0000,19810609 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810610 0000,19810610 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810611 0000,19810611 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810612 0000,19810612 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810613 0000,19810613 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810614 0000,19810614 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810615 0000,19810615 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810616 0000,19810616 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810617 0000,19810617 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810618 0000,19810618 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810619 0000,19810619 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810620 0000,19810620 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810621 0000,19810621 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810622 0000,19810622 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810623 0000,19810623 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810624 0000,19810624 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810625 0000,19810625 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810626 0000,19810626 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810627 0000,19810627 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810628 0000,19810628 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810629 0000,19810629 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810630 0000,19810630 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810701 0000,19810701 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810702 0000,19810702 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810703 0000,19810703 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810704 0000,19810704 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810705 0000,19810705 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810706 0000,19810706 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810707 0000,19810707 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810708 0000,19810708 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810709 0000,19810709 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810710 0000,19810710 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810711 0000,19810711 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810712 0000,19810712 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810713 0000,19810713 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810714 0000,19810714 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810715 0000,19810715 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810716 0000,19810716 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810717 0000,19810717 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810718 0000,19810718 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810719 0000,19810719 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810720 0000,19810720 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810721 0000,19810721 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810722 0000,19810722 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810723 0000,19810723 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810724 0000,19810724 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810725 0000,19810725 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810726 0000,19810726 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810727 0000,19810727 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810728 0000,19810728 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810729 0000,19810729 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810730 0000,19810730 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810731 0000,19810731 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810801 0000,19810801 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810802 0000,19810802 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810803 0000,19810803 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810804 0000,19810804 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810805 0000,19810805 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810806 0000,19810806 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810807 0000,19810807 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810808 0000,19810808 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810809 0000,19810809 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810810 0000,19810810 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810811 0000,19810811 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810812 0000,19810812 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810813 0000,19810813 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810814 0000,19810814 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810815 0000,19810815 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810816 0000,19810816 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810817 0000,19810817 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810818 0000,19810818 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810819 0000,19810819 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810820 0000,19810820 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810821 0000,19810821 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810822 0000,19810822 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810823 0000,19810823 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810824 0000,19810824 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810825 0000,19810825 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810826 0000,19810826 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810827 0000,19810827 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810828 0000,19810828 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810829 0000,19810829 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810830 0000,19810830 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810831 0000,19810831 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810901 0000,19810901 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810902 0000,19810902 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810903 0000,19810903 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810904 0000,19810904 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810905 0000,19810905 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810906 0000,19810906 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810907 0000,19810907 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810908 0000,19810908 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810909 0000,19810909 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810910 0000,19810910 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810911 0000,19810911 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810912 0000,19810912 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810913 0000,19810913 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810914 0000,19810914 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810915 0000,19810915 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810916 0000,19810916 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810917 0000,19810917 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810918 0000,19810918 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810919 0000,19810919 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810920 0000,19810920 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810921 0000,19810921 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810922 0000,19810922 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810923 0000,19810923 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810924 0000,19810924 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810925 0000,19810925 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810926 0000,19810926 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810927 0000,19810927 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810928 0000,19810928 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810929 0000,19810929 0000,---,,INCHES
DAN,D,82,SNO ADJ,19810930 0000,19810930 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811001 0000,19811001 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811002 0000,19811002 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811003 0000,19811003 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811004 0000,19811004 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811005 0000,19811005 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811006 0000,19811006 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811007 0000,19811007 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811008 0000,19811008 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811009 0000,19811009 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811010 0000,19811010 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811011 0000,19811011 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811012 0000,19811012 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811013 0000,19811013 0000,---,,INCHES
DAN,D,82,SNO ADJ,19811014 0000,19811014 0000,---,,INCHES
