#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 846: Virginia Lakes Ridge, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Virginia Lakes Ridge (846) 
# California  SNOTEL Site - 9400 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 26, 2020 11:36:14 AM GMT-08:00
#
Water Year,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
1980,23,1.1,1.8,2.7,14.6,24.7,29.1,30.5,17.6,0.0,0.0,0.0,0.0
1980,24,1.1,2.1,3.2,14.6,24.9,29.4,30.7,17.6,0.0,0.0,0.0,0.0
1980,25,1.1,2.1,4.6,14.6,24.9,29.5,30.8,17.7,0.0,0.0,0.0,0.0
1980,26,1.1,2.1,5.0,14.6,24.8,29.6,30.8,17.2,0.0,0.0,0.0,0.0
1980,27,1.1,2.2,5.3,14.6,25.0,29.8,30.6,17.4,0.0,0.0,0.0,0.0
1980,28,1.1,2.2,5.3,14.6,25.1,29.7,30.3,17.2,0.0,0.0,0.0,0.0
1980,29,1.1,2.2,5.3,14.7,25.2,29.8,30.2,16.9,0.0,0.0,0.0,0.0
1980,30,1.1,2.2,5.3,14.9,,29.8,30.0,16.4,0.0,0.0,0.0,0.0
1980,31,1.1,,5.6,15.0,,29.8,,15.5,,0.0,0.0,
1981,01,0.0,0.0,0.9,2.6,6.3,7.3,13.0,9.7,0.0,0.0,0.0,0.0
1981,02,0.0,0.0,0.9,2.6,6.4,7.9,13.0,9.1,0.0,0.0,0.0,0.0
1981,03,0.0,0.0,0.9,2.6,6.4,8.2,13.0,8.8,0.0,0.0,0.0,0.0
1981,04,0.0,0.0,2.0,2.6,6.4,8.2,13.0,8.6,0.0,0.0,0.0,0.0
1981,05,0.0,0.0,2.3,2.6,6.4,8.3,13.0,8.4,0.0,0.0,0.0,0.0
1981,06,0.0,0.0,2.6,2.6,6.4,8.8,13.0,8.3,0.0,0.0,0.0,0.0
1981,07,0.0,0.0,2.6,2.6,6.4,8.8,12.8,7.9,0.0,0.0,0.0,0.0
1981,08,0.0,0.0,2.6,2.6,6.4,8.8,12.8,7.5,0.0,0.0,0.0,0.0
1981,09,0.0,0.0,2.6,2.6,6.4,8.8,12.7,7.0,0.0,0.0,0.0,0.0
1981,10,0.0,0.0,2.6,2.6,6.4,8.8,12.6,6.3,0.0,0.0,0.0,0.0
1981,11,0.0,0.1,2.6,2.6,6.4,8.8,12.6,5.5,0.0,0.0,0.0,0.0
1981,12,0.0,0.5,2.6,2.6,6.5,9.1,12.6,5.1,0.0,0.0,0.0,0.0
1981,13,0.0,0.5,2.6,2.6,6.5,9.1,12.6,4.3,0.0,0.0,0.0,0.0
1981,14,0.0,0.6,2.6,2.6,6.5,9.1,12.6,3.7,0.0,0.0,0.0,0.0
1981,15,0.0,0.7,2.6,2.6,6.9,9.1,12.6,3.3,0.0,0.0,0.0,0.0
1981,16,0.0,0.7,2.6,2.6,6.9,9.5,12.3,2.9,0.0,0.0,0.0,0.0
1981,17,0.0,0.9,2.6,2.6,6.9,9.5,12.1,2.1,0.0,0.0,0.0,0.0
1981,18,0.0,0.9,2.6,2.6,6.9,9.5,12.0,1.8,0.0,0.0,0.0,0.0
1981,19,0.0,0.9,2.6,2.6,7.0,9.5,12.0,1.9,0.0,0.0,0.0,0.0
1981,20,0.0,0.9,2.6,2.6,7.0,10.8,12.0,1.5,0.0,0.0,0.0,0.0
1981,21,0.0,0.9,2.6,2.6,7.0,11.0,12.0,1.0,0.0,0.0,0.0,0.0
1981,22,0.0,0.9,2.6,2.6,7.0,11.3,12.0,0.7,0.0,0.0,0.0,0.0
1981,23,0.0,0.9,2.6,2.6,7.0,11.5,11.8,0.0,0.0,0.0,0.0,0.0
1981,24,0.0,0.9,2.6,2.6,7.0,11.6,11.0,0.0,0.0,0.0,0.0,0.0
1981,25,0.0,0.9,2.6,2.6,7.0,11.8,11.4,0.0,0.0,0.0,0.0,0.0
1981,26,0.0,0.9,2.6,2.6,6.9,12.0,11.2,0.0,0.0,0.0,0.0,0.0
1981,27,0.0,0.9,2.6,3.0,6.9,12.8,11.1,0.0,0.0,0.0,0.0,0.0
1981,28,0.0,0.9,2.6,4.0,6.9,13.0,11.0,0.0,0.0,0.0,0.0,0.0
1981,29,0.0,0.9,2.6,5.5,,13.0,11.0,0.0,0.0,0.0,0.0,0.0
1981,30,0.0,0.9,2.6,6.2,,13.0,10.5,0.0,0.0,0.0,0.0,0.0
1981,31,0.0,,2.6,6.3,,13.0,,0.0,,0.0,0.0,
1982,01,0.0,1.9,6.1,10.0,18.3,22.1,27.7,34.1,9.0,0.0,0.0,0.0
1982,02,0.0,1.9,6.1,10.3,18.3,22.4,28.4,34.0,8.2,0.0,0.0,0.0
1982,03,0.0,1.9,6.1,10.5,18.3,22.6,28.8,33.6,6.9,0.0,0.0,0.0
1982,04,0.0,1.9,6.1,11.1,18.3,23.0,29.0,32.4,5.8,0.0,0.0,0.0
1982,05,0.0,1.9,6.1,14.4,18.3,23.0,29.6,31.2,4.6,0.0,0.0,0.0
1982,06,0.0,1.9,6.1,15.1,18.3,23.0,29.6,30.2,3.6,0.0,0.0,0.0
1982,07,0.0,1.9,6.1,15.1,18.3,23.0,29.6,29.6,2.9,0.0,0.0,0.0
1982,08,0.0,1.9,6.1,15.1,18.3,23.0,29.8,29.6,2.6,0.0,0.0,0.0
1982,09,0.0,1.9,6.2,15.1,18.3,23.0,30.0,28.6,1.7,0.0,0.0,0.0
1982,10,0.0,1.9,6.4,15.1,18.3,23.0,30.1,28.5,0.8,0.0,0.0,0.0
1982,11,0.1,1.9,6.4,15.1,18.3,23.1,30.9,29.0,0.0,0.0,0.0,0.0
1982,12,0.1,1.9,6.5,15.1,18.2,23.2,32.0,28.8,0.0,0.0,0.0,0.0
1982,13,0.2,2.6,6.5,15.1,18.2,23.3,32.2,28.8,0.0,0.0,0.0,0.0
1982,14,0.3,4.3,6.7,15.1,18.2,23.4,32.3,28.2,0.0,0.0,0.0,0.0
1982,15,0.5,4.8,6.7,15.1,18.3,23.4,32.4,27.6,0.0,0.0,0.0,0.0
1982,16,0.4,4.8,6.7,15.1,19.7,23.4,32.6,27.5,0.0,0.0,0.0,0.0
1982,17,0.3,4.9,6.7,15.1,20.3,23.5,32.9,27.5,0.0,0.0,0.0,0.0
1982,18,0.3,5.1,6.7,15.1,20.7,23.8,33.0,26.2,0.0,0.0,0.0,0.0
1982,19,0.3,5.3,6.7,15.4,21.1,23.9,33.1,25.1,0.0,0.0,0.0,0.0
1982,20,0.3,5.3,7.0,15.7,21.2,23.9,33.2,24.5,0.0,0.0,0.0,0.0
1982,21,0.3,5.3,8.1,16.8,21.5,23.9,33.6,23.4,0.0,0.0,0.0,0.0
1982,22,0.3,5.3,8.1,17.0,21.6,24.0,33.8,21.8,0.0,0.0,0.0,0.0
1982,23,0.3,5.3,8.1,17.0,21.7,24.0,34.0,20.2,0.0,0.0,0.0,0.0
1982,24,0.3,5.3,8.1,17.0,22.0,24.0,34.0,18.3,0.0,0.0,0.0,0.2
1982,25,0.3,5.3,8.1,17.0,22.1,24.1,34.0,16.9,0.0,0.0,0.0,0.2
1982,26,0.3,5.5,8.1,17.1,22.1,24.1,34.1,15.2,0.0,0.0,0.0,0.2
1982,27,0.3,5.6,8.1,17.3,22.1,24.1,34.1,13.8,0.0,0.0,0.0,0.5
1982,28,0.5,5.7,8.1,17.3,22.1,24.3,34.1,12.5,0.0,0.0,0.0,0.5
1982,29,1.8,6.0,8.3,17.5,,24.6,34.1,11.7,0.0,0.0,0.0,0.4
1982,30,1.8,6.1,8.8,18.3,,24.6,34.1,10.8,0.0,0.0,0.0,0.9
1982,31,1.9,,9.2,18.3,,26.5,,10.1,,0.0,0.0,
1983,01,0.7,1.9,7.1,13.1,19.8,30.3,39.3,42.9,24.8,0.0,0.0,0.0
1983,02,0.7,1.8,7.2,13.1,20.0,31.7,39.5,43.1,24.1,0.0,0.0,0.0
1983,03,0.7,1.8,7.4,13.2,20.0,32.3,39.5,43.1,24.1,0.0,0.0,0.0
1983,04,0.7,1.8,7.4,13.2,20.1,32.5,39.5,43.2,24.0,0.0,0.0,0.0
1983,05,0.7,1.8,7.3,13.2,20.3,32.7,39.7,43.2,23.1,0.0,0.0,0.0
1983,06,0.7,1.8,7.3,13.2,20.3,32.8,39.9,43.4,22.1,0.0,0.0,0.0
1983,07,0.7,1.8,7.3,13.2,21.0,33.0,40.0,43.4,21.1,0.0,0.0,0.0
1983,08,0.6,1.9,7.3,13.2,21.8,33.1,40.1,43.4,20.8,0.0,0.0,0.0
1983,09,0.4,2.0,7.7,13.2,22.3,33.2,40.1,43.4,19.3,0.0,0.0,0.0
1983,10,0.4,2.8,7.5,13.2,22.5,33.4,40.1,43.2,18.1,0.0,0.0,0.0
1983,11,0.4,3.4,7.5,13.3,22.6,33.5,40.1,43.1,17.1,0.0,0.0,0.0
1983,12,0.4,3.1,7.5,13.3,22.8,33.6,39.8,43.1,15.9,0.0,0.0,0.0
1983,13,0.4,2.8,7.5,13.3,23.6,34.0,39.9,42.9,14.9,0.0,0.0,0.0
1983,14,0.4,2.7,7.6,13.3,24.3,35.1,40.0,42.7,14.0,0.0,0.0,0.0
1983,15,0.4,2.7,7.6,13.3,24.3,35.3,40.3,42.7,12.5,0.0,0.0,0.0
1983,16,0.3,2.7,7.6,13.3,24.5,35.4,40.3,42.5,10.9,0.0,0.0,0.0
1983,17,0.3,2.7,7.6,13.3,24.6,35.6,40.3,41.9,9.3,0.0,0.0,0.0
1983,18,0.0,2.7,7.6,13.5,24.6,35.9,40.3,41.8,6.9,0.0,0.0,0.0
1983,19,0.0,4.6,7.9,13.7,25.6,36.2,40.4,41.2,4.4,0.0,0.0,0.0
1983,20,0.0,4.7,7.8,14.4,25.9,36.4,40.4,40.9,3.0,0.0,0.0,0.0
1983,21,0.0,4.7,8.0,14.4,26.0,36.5,40.8,40.3,2.8,0.0,0.0,0.0
1983,22,0.0,4.8,9.1,14.7,26.0,36.6,41.0,39.1,2.3,0.0,0.0,0.0
1983,23,0.0,5.0,11.7,15.5,26.0,37.0,41.1,37.5,0.7,0.0,0.0,0.0
1983,24,0.1,5.0,12.1,16.3,26.0,37.8,41.5,36.7,0.0,0.0,0.0,0.0
1983,25,0.1,5.0,12.5,17.0,26.1,38.2,41.8,35.0,0.0,0.0,0.0,0.0
1983,26,0.8,5.0,12.7,17.3,26.6,38.4,42.1,33.3,0.0,0.0,0.0,0.0
1983,27,1.1,5.0,12.7,18.3,27.5,38.5,42.3,29.3,0.0,0.0,0.0,0.0
1983,28,1.3,5.0,12.7,18.8,28.5,38.8,42.4,29.0,0.0,0.0,0.0,0.0
1983,29,1.3,5.1,12.9,19.3,,39.0,42.7,28.3,0.0,0.0,0.0,0.0
1983,30,1.6,5.8,12.9,19.6,,39.1,42.8,26.4,0.0,0.0,0.0,0.0
1983,31,1.9,,13.1,19.8,,39.1,,25.7,,0.0,0.0,
1984,01,0.0,0.0,8.9,16.5,17.8,21.6,23.6,23.3,0.0,0.0,0.0,0.0
1984,02,0.0,0.0,8.9,16.6,17.8,21.6,23.6,23.3,0.0,0.0,0.0,0.0
1984,03,0.0,0.0,8.9,16.6,17.8,21.6,23.6,23.1,0.0,0.0,0.0,0.0
1984,04,0.0,0.0,11.0,16.6,17.8,21.6,23.6,22.3,0.0,0.0,0.0,0.0
1984,05,0.0,0.0,11.0,16.8,17.8,21.6,23.6,22.8,0.0,0.0,0.0,0.0
1984,06,0.0,0.0,11.4,16.8,17.8,21.8,23.6,22.8,0.0,0.0,0.0,0.0
1984,07,0.0,0.0,11.4,16.8,17.8,21.8,23.6,22.3,0.0,0.0,0.0,0.0
1984,08,0.0,0.0,11.4,16.8,17.8,21.8,23.6,21.5,0.0,0.0,0.0,0.0
1984,09,0.0,0.1,11.4,16.8,17.8,22.0,23.6,20.5,0.0,0.0,0.0,0.0
1984,10,0.0,0.1,12.0,16.8,18.1,22.0,23.8,19.8,0.0,0.0,0.0,0.0
1984,11,0.0,4.0,12.4,16.8,18.6,22.0,24.0,19.1,0.0,0.0,0.0,0.0
1984,12,0.0,4.1,13.2,17.0,18.8,22.0,24.0,17.6,0.0,0.0,0.0,0.0
1984,13,0.0,4.7,13.8,17.0,18.8,22.0,23.8,16.6,0.0,0.0,0.0,0.0
1984,14,0.0,4.7,13.7,17.3,19.1,22.6,23.6,15.7,0.0,0.0,0.0,0.0
1984,15,0.0,4.7,13.7,17.8,19.8,23.0,23.5,15.1,0.0,0.0,0.0,0.0
1984,16,0.0,4.8,13.7,17.8,20.6,23.0,23.3,14.8,0.0,0.0,0.0,0.0
1984,17,0.0,4.8,13.6,17.8,21.1,23.3,23.3,13.8,0.0,0.0,0.0,0.0
1984,18,0.0,5.4,13.6,17.8,21.3,23.5,23.3,13.0,0.0,0.0,0.0,0.0
1984,19,0.0,5.9,13.6,17.8,21.3,23.5,23.6,11.8,0.0,0.0,0.0,0.0
1984,20,0.0,6.1,13.5,17.8,21.3,23.5,23.8,10.7,0.0,0.0,0.0,0.0
1984,21,0.0,6.7,13.4,17.8,21.3,23.5,23.8,9.5,0.0,0.0,0.0,0.0
1984,22,0.0,6.8,13.2,17.8,21.3,23.5,23.8,8.3,0.0,0.0,0.0,0.0
1984,23,0.0,7.3,13.2,17.8,21.6,23.5,23.8,6.5,0.0,0.0,0.0,0.0
1984,24,0.0,7.3,13.7,17.8,21.6,23.5,23.8,5.9,0.0,0.0,0.0,0.0
1984,25,0.0,8.8,14.9,17.8,21.6,23.3,23.5,3.7,0.0,0.0,0.0,0.0
1984,26,0.0,8.8,15.3,17.8,21.6,23.3,23.5,2.6,0.0,0.0,0.0,0.0
1984,27,0.0,8.8,15.6,17.8,21.6,23.3,23.3,1.7,0.0,0.0,0.0,0.0
1984,28,0.0,8.9,15.8,17.8,21.6,23.3,23.3,1.0,0.0,0.0,0.0,0.0
1984,29,0.0,8.9,16.1,17.8,21.6,23.3,23.3,0.6,0.0,0.0,0.0,0.0
1984,30,0.0,8.9,16.1,17.8,,23.3,23.3,0.0,0.0,0.0,0.0,0.0
1984,31,0.0,,16.5,17.8,,23.3,,0.0,,0.0,0.0,
1985,01,0.0,0.6,7.3,8.8,9.5,11.9,17.3,13.3,0.0,0.0,0.0,0.0
1985,02,0.0,0.6,7.4,8.8,9.5,11.9,17.3,12.2,0.0,0.0,0.0,0.0
1985,03,0.0,0.5,7.4,8.8,9.5,11.9,17.1,11.4,0.0,0.0,0.0,0.0
1985,04,0.0,0.5,7.4,8.8,9.5,12.2,16.8,10.8,0.0,0.0,0.0,0.0
1985,05,0.0,0.3,7.6,8.8,9.5,12.2,16.8,10.5,0.0,0.0,0.0,0.0
1985,06,0.0,0.5,7.6,8.8,9.5,12.4,16.8,9.7,0.0,0.0,0.0,0.0
1985,07,0.0,0.5,7.6,8.8,9.5,13.1,16.6,8.8,0.0,0.0,0.0,0.0
1985,08,0.0,1.1,7.6,8.8,9.7,13.7,16.6,8.6,0.0,0.0,0.0,0.0
1985,09,0.0,2.0,7.6,9.0,11.1,13.9,16.5,8.3,0.0,0.0,0.0,0.0
1985,10,0.0,2.3,7.6,9.0,11.4,14.0,16.3,8.1,0.0,0.0,0.0,0.2
1985,11,0.0,2.3,7.8,9.0,11.5,14.1,15.9,7.7,0.0,0.0,0.0,1.0
1985,12,0.0,2.3,8.0,9.0,11.5,14.2,15.7,7.2,0.0,0.0,0.0,1.1
1985,13,0.0,2.5,8.0,9.1,11.5,14.2,15.5,6.7,0.0,0.0,0.0,1.1
1985,14,0.0,3.0,8.0,9.1,11.5,14.2,15.3,6.5,0.0,0.0,0.0,1.0
1985,15,0.0,3.1,8.3,9.1,11.5,14.3,15.0,5.1,0.0,0.0,0.0,0.7
1985,16,0.1,3.2,8.4,9.1,11.5,14.3,14.9,4.5,0.0,0.0,0.0,0.5
1985,17,0.6,3.4,8.6,9.1,11.5,14.3,14.8,3.6,0.0,0.0,0.0,0.5
1985,18,0.7,3.6,8.7,9.1,11.5,14.3,15.0,3.1,0.0,0.0,0.0,0.4
1985,19,0.7,3.6,8.8,9.1,11.5,14.4,15.0,2.8,0.0,0.0,0.0,0.6
1985,20,0.7,3.6,8.8,9.1,11.5,14.7,15.0,2.6,0.0,0.0,0.0,0.3
1985,21,0.7,3.6,8.8,9.1,11.5,14.7,15.0,1.8,0.0,0.0,0.0,0.4
1985,22,0.7,4.5,8.8,9.1,11.5,14.7,15.0,0.9,0.0,0.0,0.0,0.0
1985,23,0.7,4.8,8.8,9.1,11.5,14.7,15.0,0.7,0.0,0.0,0.0,0.0
1985,24,0.7,5.0,8.8,9.1,11.5,14.7,15.0,0.4,0.0,0.0,0.0,0.0
1985,25,0.7,5.4,8.8,9.1,11.5,14.7,15.0,0.1,0.0,0.0,0.0,0.0
1985,26,0.7,5.4,8.8,9.1,11.9,14.7,15.0,0.0,0.0,0.0,0.0,0.0
1985,27,0.6,5.9,8.8,9.2,11.9,15.9,15.0,0.0,0.0,0.0,0.0,0.0
1985,28,0.6,6.5,8.8,9.3,11.9,16.8,15.0,0.0,0.0,0.0,0.0,0.0
1985,29,0.6,7.1,8.8,9.3,,17.1,14.7,0.0,0.0,0.0,0.0,0.0
1985,30,0.6,7.3,8.8,9.4,,17.3,14.1,0.0,0.0,0.0,0.0,0.0
1985,31,0.6,,8.8,9.4,,17.3,,0.0,,0.0,0.0,
1986,01,0.0,1.0,4.4,7.1,8.6,27.1,32.1,25.8,7.4,0.0,0.0,0.0
1986,02,0.0,1.0,4.8,7.1,8.6,27.1,32.0,25.2,6.1,0.0,0.0,0.0
1986,03,0.0,1.0,5.9,7.1,9.0,27.2,31.9,24.4,4.2,0.0,0.0,0.0
1986,04,0.0,1.0,6.0,7.2,9.3,27.2,31.5,24.3,2.0,0.0,0.0,0.0
1986,05,0.0,1.0,6.2,7.5,9.3,27.3,30.9,24.3,1.4,0.0,0.0,0.0
1986,06,0.0,1.0,6.2,7.7,9.3,27.3,30.8,24.3,0.0,0.0,0.0,0.0
1986,07,0.0,1.0,6.2,7.7,9.3,27.4,30.7,24.3,0.0,0.0,0.0,0.0
1986,08,0.0,1.0,6.3,7.7,9.3,28.5,30.5,24.3,0.0,0.0,0.0,0.0
1986,09,0.6,0.9,6.3,7.7,9.3,31.0,30.3,24.3,0.0,0.0,0.0,0.0
1986,10,0.8,0.8,6.4,7.7,9.5,31.7,29.9,24.3,0.0,0.0,0.0,0.0
